Date Time,,,,Event
10/13/2014,UK,3360),,Commons Reconvenes After Conference Recess
10/14/2014 10:00,UK,3361),,"SA Investor conference, with Nhlanhla Nene"
10/15/2014 07:00,UK,3362),,Prime Minister's Question Time in House of Commons
10/15/2014 11:00,US,3363),,Obama to Hold Videoconference With European Leader on Ebola
10/15/2014 13:30,UK,3364),,"U.K.'s Davey, Flint Debate Energy Issues in London"
10/16/2014 05:30,UK,3365),,U.K. Home Secretary May Questioned on Privacy and Security
10/21/2014 05:00,UK,3366),,UKFI Questioned by U.K. Parliament Treasury Committee
10/22/2014 07:00,UK,3367),,Prime Minister's Question Time in House of Commons
10/22/2014 09:30,UK,3368),,Chief Medical Officer Questioned by U.K. Lawmakers on Ebola
10/27/2014 11:30,UK,3369),,Cameron Makes Statement to Commons on EU Summit
10/28/2014 06:05,UK,3370),,"FCA, ESMA Officials Questioned by U.K. Lords Committee"
10/28/2014 06:40,UK,3371),,"EON, EDF, Ovo Questioned by U.K. Lords Panel"
10/28/2014 10/30,UK,3372),,European Autumn Gas Conference 2014 Held in London
10/29/2014 08:00,UK,3373),,U.K.'s Cameron Answers Questions From Lawmakers
10/29/2014 10:30,UK,3374),,EU Commissioner Hill Questioned by U.K. Lawmakers
10/29/2014 10:45,UK,3375),,U.K. Debt Management Office Questioned by Treasury Committee
10/29/2014,GE,3376),,OECD Holds Global Tax Transparency Forum in Berlin
10/30/2014,UK,3377),,South Yorkshire Police Commissioner Holds By-Election
11/03/2014 11:05,UK,3378),,EU Commissioner Hill Questioned by U.K. Lawmakers
11/04/2014 05:35,UK,3379),,"BOE's Cunliffe, Bailey Questioned by Lords Panel"
11/04/2014 05:40,UK,3380),,National Grid Questioned by Lords Panel
11/04/2014 10:00,UK,3381),,U.K. Treasury Minister Leadsom Questioned by Lords Panel
11/05/2014 04:30,UK,3382),,Duncan Smith Questioned by U.K. Lawmakers
11/05/2014 07:00,UK,3383),,Prime Minister's Question Time in House of Commons
11/05/2014 09:30,UK,3384),,U.K. Chiefs of Staff Questioned by Commons Defence Committee
11/07/2014,FI,3385),,Finnish Premier Hosts Northern Future Forum in Helsinki
11/10/2014 09:30,UK,3386),,U.K. Labour Party's Miliband Speaks at CBI Annual Conference
11/10/2014,UK,3387),,House of Commons Vote on European Arrest Warrant
11/11/2014,UK,3388),,Last Day of Commons Session Before November Recess
11/13/2014 11/15,UK,3389),,Scottish National Party Holds Conference in Perth
11/17/2014 10:00,UK,3390),,HS2 Chairman Higgins Questioned by U.K. Lawmakers
11/17/2014,UK,3391),,Commons Reconvenes After November Recess
11/18/2014 11/24,IA,3392),,U.S. Secretary of State Kerry Rejoins Iran Talks in Vienna
11/19/2014 05:00,UK,3393),,Mayor Johnson Questioned by London Assembly
11/19/2014 07:00,UK,3394),,Prime Minister's Question Time in House of Commons
11/20/2014 05:30,UK,3395),,Cameron Questioned by Lawmakers on Devolution
11/20/2014,UK,3396),,House of Commons By-Election in Rochester & Strood
11/21/2014 03:30,IT,3397),,Italian Economy Minister Padoan Attends Events in London
11/26/2014 07:00,UK,3398),,Prime Minister Cameron's Question Time in House of Commons
12/03/2014 07:00,UK,3399),,Prime Minister's Question Time in House of Commons
12/03/2014 07:30,UK,3400),,Chancellor Osborne Makes Autumn Statement to Parliament
12/04/2014 12:15,UK,3401),,"U.K.'s Cameron, Afghan President Ghani Speak in London"
12/07/2014 12/09,UK,3402),,"Duke and Duchess of Cambridge Visit New York, Washington"
12/10/2014 07:00,UK,3403),,Prime Minister's Question Time in House of Commons
12/15/2014 11:05,UK,3404),,U.K. Transport Secretary McLoughlin Questioned by Lawmakers
12/15/2014 11:30,UK,3405),,U.K. Chancellor Osborne Speaks at Economic Club in New York
12/15/2014 11:30,UK,3406),,U.K.'s May Questioned by Commons Home Affairs Committee
12/16/2014 05:00,UK,3407),,FCA Officials Questioned by U.K. Commons Treasury Committee
12/16/2014 11:00,UK,3408),,"Cameron Testifies on Energy, Islamic Radicalization"
12/16/2014 11:00,UK,3409),,U.K. Prime Minister Cameron Questioned by House of Commons
12/17/2014 05:00,UK,3410),,Mayor Johnson's Question Time in London Assembly
12/17/2014 07:00,UK,3411),,Prime Minister Cameron Takes Questions in House of Commons
12/17/2014 09:05,UK,3412),,NATS Executives Questioned by U.K. Lawmakers
12/17/2014 09:30,UK,3413),,U.K. Defence Secretary Fallon Questioned by Lawmakers
12/17/2014 09:45,UK,3414),,U.K.'s Osborne Testifies on Autumn Economic Statement
12/17/2014 12/23,IA,3415),,"Iran, P5+1 Resume Nuclear Talks in Geneva"
12/18/2014,UK,3416),,Last Day of Commons Session Before Christmas Recess
12/29/2014 19:01,UK,3417),,U.K. National Archive Release Secret Government Files
01/04/2015 04:00,UK,3418),,U.K.'s Cameron Interviewed on BBC TV at Start of Election Year
01/05/2015,UK,3419),,Commons Reconvenes After Christmas Recess
01/07/2015 07:00,UK,3420),,Prime Minister's Question Time in House of Commons
01/07/2015,GE,3421),,Germany's Merkel Visits London to Meet With Cameron
01/08/2015 05:30,FI,3422),,"U.K. Foreign Secretary Hammond, Finland's Tuomioja Brief Press"
01/08/2015 07:00,UK,3423),,BOE Monetary Policy Committee Considers Raising Rates
01/11/2015 04:00,UK,3424),,BBC Television Interviews Ed Miliband
01/12/2015 11:00,UK,3425),,U.K.'s May Questioned by Commons Committee
01/13/2015 09:00,UK,3426),,Blair Testifies to U.K. Commons Northern Ireland Committee
01/14/2015 07:00,UK,3427),,U.K. Prime Minister's Answers Questions From Lawmakers
01/14/2015 09:05,UK,3428),,Network Rail CEO Questioned by Lawmakers on Xmas Disruption
01/14/2015 09:15,UK,3429),,BOE Governor Carney Testifies on Financial Stability
01/16/2015 12:20,UK,3430),,U.K.'s Cameron to Meet With Obama to Talk About Security
01/21/2015 07:00,UK,3431),,Prime Minister's Question Time in House of Commons
01/25/2015 04:00,UK,3432),,U.K. Independence Party Leader Farage Interviewed on BBC
01/28/2015 07:00,UK,3433),,Cameron Answers Questions From U.K. Lawmakers in Commons
02/03/2015 05:30,UK,3434),,European Financial Markets Commissioner Quizzed by U.K. Panel
02/04/2015 05:00,UK,3435),,Iraq Inquiry Chairman Chilcot Questioned by U.K. Lawmakers
02/04/2015 07:00,UK,3436),,Prime Minister Cameron Answers Questions in House of Commons
02/10/2015 10:20,UK,3437),,U.K.'s Deputy Prime Minister Clegg Speaks at Conference
02/11/2015 07:00,UK,3438),,Prime Minister's Question Time in House of Commons
02/12/2015,UK,3439),,Last Day of Commons Session Before February Recess
02/13/2015 02/15,UK,3440),,Welsh Labour Party Conference in Swansea
02/16/2015,EC,3441),,EU's Malmstroem Speaks in London
02/20/2015,UK,3442),,Scottish Conservative Party Conference in Edinburgh
02/20/2015,EC,3443),,EU's Hill Meets Banking Officials in London
02/22/2015 19:01,UK,3444),,Commons Energy Committee Publishes Report on Network Costs
02/23/2015 19:01,UK,3445),,Commons Business Cttee Reports on Govt Support for Business
02/23/2015,UK,3446),,Commons Reconvenes After February Recess
02/23/2015,EC,3447),,EU's Jourova Speaks at Law Conference in London
02/24/2015 05:00,UK,3448),,"Carney, BOE MPC Members Testify to Commons Treasury Committee"
02/24/2015 11:00,UK,3449),,U.K.'s Cameron Questioned by Lawmakers on Foreign Affairs
02/24/2015 12:00,EC,3450),,EU's Mogherini Gives Speech in London
02/25/2015 04:30,UK,3451),,U.K.'s Cable Questioned by Commons Business Committee
02/25/2015 07:00,UK,3452),,U.K. Prime Minister's Question Time in House of Commons
02/25/2015 09:15,UK,3453),,"HSBC's Flint, HMRC Chief Questioned by U.K. Lawmakers on Tax"
02/26/2015,UK,3454),,Labour's Miliband Speaks at EEF Conference
02/27/2015 02:15,HU,3455),,"UK Foreign Secretary Hammond, Hungary's Szijjarto Speak"
02/27/2015 11:20,UK,3456),,UKIP Leader Farage Speaks at Party Conference in Margate
02/27/2015 02/28,UK,3457),,UKIP Spring Conference in Margate
02/27/2015 02/28,UK,3458),,Welsh Conservative Conference in Cardiff
03/02/2015,IA,3459),,"World Powers, Iran Reconvene in Switzerland"
03/03/2015 05:00,UK,3460),,Carney Speaks at Treasury Committee on Currency Probe
03/03/2015 03/05,MX,3461),,Mexican President Pena Nieto Makes State Visit to U.K.
03/04/2015 07:00,UK,3462),,Prime Minister's Question Time in House of Commons
03/04/2015 09:45,UK,3463),,BOE's Bailey Speaks at Treasury Committee Hearing
03/06/2015 09:00,UK,3464),,Green Party Leader Bennett Addresses Conference in Liverpool
03/06/2015 03/09,UK,3465),,Green Party Spring Conference in Liverpool
03/06/2015 03/07,UK,3466),,Plaid Cymru Spring Conference in Caernarfon
03/07/2015,UK,3467),,Scottish Labour Conference in Edinburgh
03/11/2015 08:00,UK,3468),,Prime Minister's Question Time in House of Commons
03/11/2015 14:30,UK,3469),,"U.S., U.K. Defense Secretaries Carter, Fallon Speak to Press"
03/13/2015,UK,3470),,U.K. Service of Commemoration for Afghan Operations
03/13/2015 03/15,UK,3471),,Liberal Democrat Spring Conference in Liverpool
03/14/2015 06:25,UK,3472),,Alexander Speaks at U.K. Liberal Democrat Conference
03/14/2015 11:10,UK,3473),,Cable Speaks at U.K. Liberal Democrat Conference
03/14/2015,UK,3474),,Miliband Unveils Labour's Election Pledge Card in Birmingham
03/14/2015,UK,3475),,Labour Party's Miliband to Announce his Campaign Pledges
03/15/2015 05:00,UK,3476),,Chancellor Osborne and Labour Party's Balls to be Interviewed
03/15/2015 07:45,UK,3477),,Clegg Speaks at U.K. Liberal Democrat Conference
03/15/2015 07:45,UK,3478),,Deputy Prime Minister Clegg to Speak at his Party's Conference
03/18/2015 08:00,UK,3479),,Prime Minister's Question Time in House of Commons
03/18/2015 08:30,UK,3480),,Chancellor Osborne to Announce Final Budget Before Elections
03/23/2015 13:30,WW,3481),,Ukrainian Finance Minister Jaresko to Speak in London
03/24/2015 10:15,UK,3482),,Osborne Questioned by Commons Treasury Committee on Budget
03/24/2015 13:15,UA,3483),,Ukrainian Finance Minister Jaresko to Speak in London
03/25/2015 05:30,UK,3484),,BOE Publishes Review of October 2014 Payment System Shutdown
03/25/2015 08:00,UK,3485),,Prime Minister's Question Time in House of Commons
03/26/2015 17:00,UK,3486),,"Cameron, Miliband in Pre-Election Interviews on Channel 4, Sky"
03/28/2015 11:00,UK,3487),,Sturgeon Speaks at SNP Conference in Glasgow
03/28/2015 03/29,UK,3488),,Scottish National Party Pre-Election Conference in Glasgow
03/30/2015,UK,3489),,U.K. Parliament Dissolved Before May 7 General Election
04/02/2015 15:00,UK,3490),,U.K. Party Leaders' Election Debate on ITV
04/02/2015 15:00,UK,3491),,U.K. Party Leaders to Take Part in Full-Scale Party Debate
04/07/2015 15:00,UK,3492),,Scottish Party Leaders' Debate Before U.K. Election
04/16/2015 09:00,EC,3493),,EU's Hill Speaks at Centre for European Reform in London
04/16/2015 15:00,UK,3494),,BBC to Host Debate With Leaders of Opposition Parties
04/16/2015,UK,3495),,U.K. Opposition Party Leaders' Election Debate on BBC
04/30/2015,UK,3496),,"Cameron, Clegg, Miliband in BBC Pre-Election `Question Time'"
05/07/2015,UK,3497),,U.K. Holds General Election--Conservatives Level With Labour
05/08/2015 10:00,UK,3498),,U.K. Remembrance Service to Mark 70 Years Since VE Day
05/12/2015 05/17,IA,3499),,"Iran, EU Resume Work on Draft Nuclear Agreement in Vienna"
05/13/2015,UK,3500),,Nominations Open for Liberal Democrat Leadership Contest
05/18/2015 09:30,UK,3501),,New U.K. Parliament Meets for First Time; Speaker Elected
05/21/2015 05:00,UK,3502),,Mayor Johnson Questioned by London Assembly
05/27/2015 06:30,UK,3503),,Queen Elizabeth II Reads Speech at Opening of U.K. Parliament
05/28/2015,UK,3504),,Cameron Meets Dutch Premier Rutte to Discuss U.K.-EU Ties
05/28/2015,UK,3505),,Cameron Has Dinner With Hollande to Discuss U.K.-EU Ties
05/29/2015 06:00,GE,3506),,"Merkel, Cameron Meet in Berlin to Discuss EU-U.K. Ties"
05/29/2015,UK,3507),,Cameron Meets Polish Premier Kopacz on U.K.-EU Ties
06/01/2015 12:15,UK,3508),,Chatham House Panel on 'The Search for Global Leadership'
06/03/2015 07:00,UK,3509),,Prime Minister Cameron's Question Time in House of Commons
06/03/2015,UK,3510),,Nominations Close for Liberal Democrat Leadership Contest
06/08/2015 10:30,UK,3511),,Second Reading of Scotland Bill in House of Commons
06/09/2015 07:30,UK,3512),,Second Reading of EU Referendum Bill in House of Commons
06/09/2015,UK,3513),,Nominations Open for U.K. Labour Party Leadership
06/10/2015 07:00,UK,3514),,Prime Minister's Question Time in House of Commons
06/10/2015 12:00,UK,3515),,BOE Publishes Fair and Effective Markets Review
06/10/2015 16:00,UK,3516),,"BOE's Carney, Chancellor Osbourne Speak at Annual Dinner"
06/11/2015,UK,3517),,Election for Mayor of Tower Hamlets in East London
06/15/2015 07:00,UK,3518),,Nominations Close for U.K. Labour Party Leadership
06/17/2015 07:00,UK,3519),,Prime Minister's Question Time in House of Commons
06/17/2015 14:00,UK,3520),,Labour Leadership Candidates Hold TV Debate
06/17/2015,EC,3521),,U.K.'s Cameron Meets With Luxembourg's Bettel in Luxembourg
06/18/2015 03:30,EC,3522),,EU's Vestager Speaks at Chatham House in London
06/23/2015 06/26,GE,3523),,Queen Elizabeth II Visits Germany
06/24/2015 06:00,GE,3524),,Merkel Receives Queen Elizabeth II at Chancellery in Berlin
06/24/2015 07:00,UK,3525),,U.K. Prime Minister's Question Time in House of Commons
06/24/2015 10:45,GE,3526),,"Merkel, Cameron to Hold Talks on Europe in Berlin"
06/25/2015 05:30,UK,3527),,"Bank of England's David Rule Speaks in Lisbon, Portugal"
06/25/2015 10:00,EC,3528),,"EU Leaders Start Two-Day Summit on Migration, Defense, U.K."
06/30/2015 10:35,UK,3529),,Ex-U.K. Banking Commission Head Vickers Questioned by Lords
06/30/2015 11:10,UK,3530),,U.K. Europe Minister Lidington Questioned by Lords Committee
06/30/2015 11:30,UK,3531),,"HSBC's Symonds, Lloyds' Culmer Questioned by Lords"
07/01/2015 05:30,UK,3532),,BOE's Carney Presents Semi-Annual Financial Stability Report
07/01/2015 07:00,UK,3533),,Prime Minister's Question Time in House of Commons
07/08/2015 07:00,UK,3534),,Prime Minister's Question Time in House of Commons
07/14/2015 05:15,UK,3535),,"Carney, BOE Officials Questioned by Commons Treasury Panel"
07/15/2015 07:00,UK,3536),,Prime Minister's Question Time in House of Commons
07/15/2015 10:45,UK,3537),,"IFS, OBR Officials Questioned by U.K. Commons Treasury Panel"
07/15/2015 11:05,UK,3538),,U.K. Airports Commission Head Questioned by Lords Panel
07/16/2015,UK,3539),,Results Announced in U.K. Liberal Democrat Leadership Contest
07/20/2015 11:30,UK,3540),,U.K. Transport Secretary McLoughlin Questioned on Rail Policy
07/21/2015 05:30,UK,3541),,Ofcom CEO White Questioned by U.K. Lawmakers
07/21/2015 06:00,UK,3542),,U.K. Energy Secretary Rudd Questioned by Lawmakers
07/21/2015 09:15,UK,3543),,Osborne Questioned by U.K. Lawmakers on Budget
07/21/2015 10:30,UK,3544),,May Questioned by U.K. Commons Home Affairs Committee
07/21/2015 11:30,UK,3545),,Hammond Questioned by U.K. Commons Committee
07/21/2015,UK,3546),,Last Day of Commons Session Before Summer Recess
08/06/2015 07:45,UK,3547),,BOE Governor Carney Holds Monetary Policy News Conference
08/14/2015,UK,3548),,Ballot Papers Sent Out in U.K. Labour Leadership Election
08/23/2015 08/24,FI,3549),,"British Finance Minister Osborne visits Finland, Meets Stubb"
09/04/2015,UK,3550),,Cameron Meets Portugal PM Passos Coelho in Lisbon on EU Reform
09/04/2015,UK,3551),,Cameron Meets Spanish PM Rajoy in Madrid to Discuss EU Reform
09/07/2015,UK,3552),,Commons Reconvenes After Summer Recess
09/08/2015 10:35,UK,3553),,Osborne Questioned by Lords Economic Affairs Committee
09/09/2015 07:00,UK,3554),,Prime Minister's Question Time in House of Commons
09/10/2015 07:00,UK,3555),,Ballot Closes in U.K. Labour Party Leadership Election
09/11/2015 04:30,UK,3556),,Assisted Dying Bill Has Second Reading in House of Commons
09/12/2015,UK,3557),,Conference to Announce U.K. Labour Leadership Election Result
09/13/2015,UK,3558),,Labour Announces London Mayoral Candidate
09/13/2015 09/16,UK,3559),,Trades Union Congress in Brighton
09/16/2015 07:00,UK,3560),,Prime Minister's Question Time in House of Commons
09/17/2015,UK,3561),,Last Day of Commons Session Before Conference Recess
09/19/2015,UK,3562),,U.S.'s Kerry Consults with U.K.'s Foreign Secretary Hammond
09/19/2015 09/23,UK,3563),,Liberal Democrat Party Conference in Bournemouth
09/19/2015 09/24,UK,3564),,U.K. Chancellor Osborne Visits China
09/22/2015,UK,3565),,French President Travels & Meets With U.K. Prime Minister
09/23/2015 06:45,UK,3566),,Liberal Democrat Leader Farron Speaks at Party Conference
09/25/2015 07:00,UK,3567),,UKIP Leader Farage Speaks at Party Conference
09/25/2015 09:00,UK,3568),,Green Leader Bennett Speaks at Party Conference
09/25/2015 09/28,UK,3569),,Green Party Conference in Bournemouth
09/25/2015 09/26,UK,3570),,UKIP Conference in Doncaster
09/27/2015 09/30,UK,3571),,Labour Party Conference in Brighton
09/28/2015 07:00,UK,3572),,Shadow Chancellor McDonnell Speaks at Labour Conference
09/29/2015 09:15,UK,3573),,Labour Leader Corbyn Speaks at Party Conference in Brighton
10/04/2015 09:15,UK,3574),,"Hammond, Fallon Speak at Conservative Party Conference"
10/05/2015 05:30,UK,3575),,"Osborne, Javid, McLoughlin Speak at Tory Conference"
10/05/2015 07:00,UK,3576),,Osborne Speaks at Conservative Party Conference
10/05/2015 09:30,UK,3577),,Rudd Speaks at Tory Conference
10/06/2015 05:30,UK,3578),,"Gove, May Speak at Tory Conference"
10/06/2015 06:50,UK,3579),,"Johnson, London Mayoral Candidate Speak at Tory Conference"
10/06/2015 09:30,UK,3580),,"Duncan Smith, Morgan, Hunt at Tory Conference"
10/06/2015,US,3581),,Bloomberg Markets Hosts Most Influential Summit in NYC
10/07/2015 06:00,UK,3582),,U.K. Prime Minister Cameron Discusses EU Membership
10/07/2015 06:30,UK,3583),,Cameron Speaks at Conservative Party Conference
10/09/2015,GE,3584),,"Cameron, Merkel Meet at Chequers to Discuss EU, Global Issues"
10/12/2015 09:30,UK,3585),,Commons Reconvenes After Conference Recess
10/12/2015 11:05,UK,3586),,U.K. Europe Minister Lidington Questioned by Lords Panel
10/12/2015 11:30,UK,3587),,"VW U.K. Chief, Transport Secretary Questioned by Lawmakers"
10/13/2015 05:00,UK,3588),,BOE's Gertjan Vlieghe Testifies in Front of U.K. Lawmakers
10/13/2015 06:00,UK,3589),,BOE's Ian McCafferty Testifies in Front of U.K. Lawmakers
10/14/2015 07:00,UK,3590),,Prime Minister's Question Time in House of Commons
10/15/2015 04:30,UK,3591),,VW U.K. Chief Willis Questioned by Lawmakers
10/15/2015 04:30,UK,3592),,BOE Publishes Consultation Paper on Ring-Fencing
10/15/2015 05:40,UK,3593),,Sturgeon Speaks at SNP Conference in Aberdeen
10/15/2015 07:00,EC,3594),,"EU's Juncker, U.K.'s Cameron Meet Over Lunch in Brussels"
10/15/2015 10/17,UK,3595),,Scottish National Party Conference in Aberdeen
10/17/2015 10:15,UK,3596),,Sturgeon Speaks at SNP Conference in Aberdeen
10/19/2015,UK,3597),,Chinese President Xi Jinping Arrives for State Visit to U.K.
10/20/2015 05:00,UK,3598),,"BOE's Bailey Speaks at Treasury Committee, London"
10/20/2015 06:00,UK,3599),,"BOE's Carney Speaks at Treasury Committee, London"
10/20/2015,UK,3600),,Chinese President Xi on First Day of State Visit to U.K.
10/21/2015 05:30,UK,3601),,BOE Publishes Paper on Bank Stress-Test Process
10/21/2015 07:00,UK,3602),,Prime Minister's Question Time in House of Commons
10/21/2015,UK,3603),,Chinese President Xi on Second Day of State Visit to U.K.
10/22/2015,UK,3604),,Chinese President Xi on Third Day of State Visit to U.K.
10/23/2015,UK,3605),,Chinese President Xi on Final Day of State Visit to U.K.
10/27/2015 11:00,EC,3606),,Luxembourg's Bettel Speaks at LSE in London
10/27/2015,EC,3607),,Luxembourg's Bettel Meets U.K.'s Cameron in London
10/28/2015 08:00,UK,3608),,Prime Minister's Question Time in House of Commons
11/02/2015,SW,3609),,Löfven Meets Cameron
11/03/2015 04:00,GE,3610),,"Merkel, U.K.'s Osborne Address German Industry Conference"
11/04/2015 07:00,UK,3611),,Prime Minister's Question Time in House of Commons
11/04/2015 09:15,UK,3612),,CMA Officials Questioned by Commons Treasury Committee
11/09/2015 02:30,UK,3613),,The Financial Stability Board Releases Final Version of TLAC
11/10/2015 05:45,UK,3614),,U.K. HMRC Officials Questioned by Lawmakers
11/10/2015,UK,3615),,Last Day of Commons Session Before November Recess
11/11/2015 04:00,UK,3616),,Carney Speaks at BOE's Conference on Financial Markets Reform
11/12/2015 11/13,UK,3617),,"Indian PM Modi Visits England, Meets With British PM Cameron"
11/16/2015,UK,3618),,Commons Reconvenes After November Recess
11/18/2015 07:00,UK,3619),,Prime Minister's Question Time in House of Commons
11/18/2015 09:15,UK,3620),,Treasury Select Committee on U.K. membership of the EU
11/19/2015,EC,3621),,EU's Vestager Visits London Nov. 19-20
11/19/2015,EC,3622),,EU's Vestager at European Policy Forum in London
11/20/2015 06:00,EC,3623),,EU's Vestager Speaks at London School of Economics
11/23/2015 10:30,UK,3624),,"U.K.'s Cameron Announces Results of Defense, Security Review"
11/24/2015 05:00,UK,3625),,"BOE's Carney, Haldane Testify to U.K. Treasury Committee"
11/25/2015 07:00,UK,3626),,Prime Minister's Question Time in House of Commons
11/25/2015 07:30,UK,3627),,"U.K.'s Osborne Presents Spending Review, Autumn Statement"
11/27/2015 11/29,UK,3628),,"Cameron, Modi, Turnbull, Trudeau Attend Commonwealth Summit"
11/30/2015 12/02,UK,3629),,The Kurdistan-Iraq Oil & Gas Conference in London
12/01/2015 02:00,UK,3630),,BOE Publishes Results of UK Stress Test & Financial Stability
12/01/2015 06:30,UK,3631),,Fallon Questioned by Commons Defence Committee
12/01/2015 08:30,UK,3632),,Osborne Questioned by Commons Treasury Committee
12/01/2015,EC,3633),,EU's Hill Speaks at TheCityUK Conference in London
12/02/2015 06:30,UK,3634),,House of Commons Debates Airstrikes on Islamic State in Syria
12/03/2015,UK,3635),,House of Commons By-Election in Oldham West
12/08/2015 05:00,UK,3636),,OBR Members Questioned by Commons Treasury Committee
12/09/2015 07:00,UK,3637),,Prime Minister's Question Time in House of Commons
12/09/2015 09:15,UK,3638),,"Economists, IFS Director Questioned by Commons Treasury Panel"
12/11/2015 05:30,UK,3639),,Blair Questioned by U.K. Lawmakers About Libya
12/14/2015 09:30,UK,3640),,U.K. Europe Minister Lidington Questioned by Lords Committee
12/16/2015 07:00,UK,3641),,Prime Minister's Question Time in House of Commons
12/17/2015,UK,3642),,Last Day of Commons Session Before Christmas Recess
12/18/2015,US,3643),,Secretary of State Kerry to Host Syria Talks in NYC
01/05/2016,UK,3644),,Commons Reconvenes After Christmas Recess
01/06/2016 07:00,UK,3645),,Prime Minister's Question Time in House of Commons
01/06/2016 09:15,UK,3646),,"Barclays' Astaire, HSBC's Chew Quizzed by Lawmakers on Brexit"
01/06/2016 10:15,UK,3647),,U.K. Environment Agency Chairman Questioned by Lawmakers
01/06/2016 01/07,GE,3648),,"U.K.'s Cameron, Merkel Address Meeting of Bavaria's CSU Party"
01/07/2016,EC,3649),,EU's Hogan Speaks at Oxford Farming Conference in U.K.
01/08/2016,EC,3650),,EU's Hill Meets With BOE's Cunliffe in London
01/10/2016 04:00,UK,3651),,U.K.'s Cameron Interviewed on 'Marr Show' About EU Membership
01/12/2016 11:00,UK,3652),,"Cameron Questioned by Commons Panel on Syria, Climate Change"
01/13/2016 07:00,UK,3653),,Prime Minister's Question Time in House of Commons
01/13/2016 09:30,UK,3654),,VW's Willis Questioned by U.K. Lawmakers on Emissions
01/18/2016 11:30,UK,3655),,U.K. Parliament Debates Petition to Ban Trump From Britain
01/20/2016 07:00,UK,3656),,Prime Minister's Question Time in House of Commons
01/20/2016 09:15,UK,3657),,U.K. FCA Officials Called Before Commons Treasury Committee
01/21/2016 05:00,UK,3658),,Litvinenko Inquiry Report Published
01/26/2016 05:00,UK,3659),,Bank of England Stability Officials including Carney Speak
01/26/2016,EC,3660),,"U.K.'s Blair Meets EU's Juncker, Timmermans in Brussels"
01/27/2016 07:00,UK,3661),,Prime Minister's Question Time in House of Commons
01/31/2016,UK,3662),,U.K. PM Cameron Meets With EU President Tusk
02/01/2016 11:15,UK,3663),,U.K. National Security Adviser Questioned by Lawmakers
02/03/2016 05:00,IT,3664),,"Finance Minister Padoan, UK Chancellor Osborne, at Rome Event"
02/03/2016 07:00,UK,3665),,Prime Minister's Question Time in House of Commons
02/03/2016,HU,3666),,"Poland, Hungary PMs Discuss Draft Plan to Keep Britain in EU"
02/04/2016 07:30,UK,3667),,Bank of England Inflation Report Press Conference
02/10/2016 07:00,UK,3668),,Prime Minister's Question Time in House of Commons
02/10/2016 10:30,UK,3669),,Hammond Questioned by U.K. Lawmakers on EU Renegotiation
02/11/2016 05:00,UK,3670),,Google Executives Questioned on Tax by U.K. Lawmakers
02/11/2016,UK,3671),,Last Day of Commons Session Before February Recess
02/12/2016 14:00,GE,3672),,"Cameron, Merkel Speak at Festive Banquet in Hamburg"
02/16/2016 05:30,UK,3673),,U.K. Prime Minister Cameron Addresses EU Parliament
02/22/2016 10:30,UK,3674),,Prime Minister Cameron Addresses Parliament
02/22/2016,UK,3675),,Commons Reconvenes After February Recess
02/22/2016,EC,3676),,EBRD Hosts Western Balkans Investment Summit in London
02/23/2016 05:00,UK,3677),,Bank of England Governor Mark Carney Testifies
02/24/2016 07:00,UK,3678),,Prime Minister's Question Time in House of Commons
02/27/2016,UK,3679),,"UKIP Spring Conference in Llandudno, North Wales"
03/02/2016 07:00,UK,3680),,Prime Minister's Question Time in House of Commons
03/02/2016 11:30,EC,3681),,SNP ex-leader Alex Salmond Speaks at EPC in Brussels
03/03/2016 04:20,UK,3682),,U.K. Officials Address British Chambers of Commerce
03/03/2016,GE,3683),,German Finance Minister Schaeuble Visits London
03/08/2016 04:15,UK,3684),,"BOE's Carney, Cunliffe Speak on EU at Parliament Committee"
03/09/2016 07:00,UK,3685),,Prime Minister's Question Time in House of Commons
03/11/2016 03/13,UK,3686),,Liberal Democrat Spring Conference in York
03/13/2016 05:00,UK,3687),,U.K.'s Osborne Interviewed on 'Andrew Marr Show' About Budget
03/15/2016 08:45,UK,3688),,U.K. Home Secretary Leads Debate on Internet Surveillance
03/16/2016 08:00,UK,3689),,Prime Minister's Question Time in House of Commons
03/16/2016 08:30,UK,3690),,U.K.'s Osborne Makes Budget Speech to Parliament
03/23/2016 06:15,UK,3691),,EDF Energy CEO Questioned by U.K. Lawmakers on Nuclear Power
03/23/2016 08:00,UK,3692),,Prime Minister's Question Time in House of Commons
03/24/2016 06:30,UK,3693),,Osborne Questioned by U.K. Lawmakers on Budget
03/24/2016,UK,3694),,Last Day of Commons Session Before Easter Recess
03/29/2016 06:00,UK,3695),,BOE's Financial Policy Committee Publishes Statement
04/01/2016,EC,3696),,"EU's Hill Speaks at Königswinter Conference in Oxford,..."
04/06/2016,EC,3697),,EU's Hill Gives Speech in London
04/11/2016,UK,3698),,Commons Reconvenes After Easter Recess
04/12/2016 05:00,UK,3699),,Commons Treasury Committee Questions Economists on U.K. Budget
04/12/2016 05:15,UK,3700),,Ofcom's White Questioned by U.K. Commons Committee
04/12/2016 10:45,UK,3701),,U.K. Business Minister Soubry Questioned by Lawmakers on Steel
04/13/2016 07:00,UK,3702),,Prime Minister's Question Time in House of Commons
04/14/2016 19:01,UK,3703),,U.K. Commons Committee Publishes Report on Tackling Tax Fraud
04/19/2016 10:35,UK,3704),,BOE Governor Mark Carney Speaks in Parliament in London
